"hid01","hs01a27","hs01b10","hs01b12","hs01a01","hs01a08","h01aa001","h01aa002","h01aa007","h01aa008","w01fnum","w01cnum","w01cnum_1","w01cnum_2","w01byr01","w01gen01","w01mar01","w01rel01","w01byr02","w01gen02","w01mar02","w01rel02","w01byr03","w01gen03","w01mar03","w01rel03","w01byr04","w01gen04","w01mar04","w01rel04","w01byr05","w01gen05","w01mar05","w01rel05","w01byr06","w01gen06","w01mar06","w01rel06","w01byr07","w01gen07","w01mar07","w01rel07","w01byr08","w01gen08","w01mar08","w01rel08","w01byr09","w01gen09","w01mar09","w01rel09","w01edu01","w01grd01","w01job01","w01jpo01","w01edu02","w01grd02","w01job02","w01jpo02","w01edu03","w01grd03","w01job03","w01jpo03","w01edu04","w01grd04","w01job04","w01jpo04","w01edu05","w01grd05","w01job05","w01jpo05","w01edu06","w01grd06","w01job06","w01jpo06","w01edu07","w01grd07","w01job07","w01jpo07","w01edu08","w01grd08","w01job08","w01jpo08","w01edu09","w01grd09","w01job09","w01jpo09","h01ba001","h01ba002","h01ba003","h01ba007","h01ba008","h01ba010","h01ba011","h01ba012","h01ba013","h01ba044","h01ba045","h01ba046","h01ba047","h01ba118","h01ba119","h01ba120","h01ba121","h01ba122","h01ba123","h01ba124","h01bb001","h01bb003","h01bb004","h01bb005","h01bb006","h01bb007","h01bb008","h01bb009","h01bb010","h01bb011","h01bb012","h01bb013","h01bb014","h01bb015","h01bb016","h01bb017","h01bb018","h01bb019","h01bb020","h01bb021","h01bb022","h01bb023","h01bb024","h01bb025","h01bb026","h01bb027","h01bb028","h01bb029","h01bb030","h01bb038","h01bb039","h01bb053","h01bb201","h01bb203","h01bb205","h01inc","h01inc_a","h01inc_b","h01exp","h01exp_a","h01exp_b","h01ca001","h01ca002","h01exp_cb","h01cb001","h01cb002","h01cb003","h01cb004","h01cb005","h01cb006","h01cb007","h01cb008","h01cb009","h01cb010","h01cb011","h01cb012","h01cb013","h01cb014","h01cb015","h01cb016","h01exp_cc","h01cc001","h01cc002","h01cc003","h01cc004","h01cc005","h01exp_cd","h01cd001","h01cd002","h01cd003","h01cd004","h01exp_ce","h01ce001","h01ce004","h01ce005","h01ce006","h01ce007","h01ce008","h01ce009","h01ce010","h01ce011","h01ce012","h01ce013","h01ce014","h01ce015","h01ce016","h01ce017","h01ce018","h01ce019","h01exp_cf","h01exp_cg","h01cg001","h01cg002","h01cg003","h01cg004","h01cg005","h01cg006","h01cg007","h01cg008","h01cg009","h01cg010","h01exp_ch","h01ch001","h01exp_ci","h01ch002","h01ch003","h01ch004","h01ch005","h01ch006","h01ch007","h01ch008","h01ch009","h01ch010","h01ch011","h01exp_cj","h01cj001","h01cj002","h01cj003","h01cj004","h01cj005","h01cj006","h01exp_ck","h01ck007","h01ck008","h01exp_cl","h01exp_cm","h01exp_cn","h01cn001","h01cn002","h01exp_co","h01co002","h01co004","h01co005","h01co201","h01co006","h01co008","h01co120","h01co009","h01co011","h01co012","h01co202","h01co013","h01co015","h01co121","h01co016","h01co018","h01co019","h01co203","h01co020","h01co022","h01co122","h01co023","h01co025","h01co026","h01co204","h01co027","h01co029","h01co123","h01co108","h01co104","h01co105","h01co106","h01co107","h01exp_cp","h01cp101","h01cp001","h01cp002","h01cp003","h01cp004","h01cp005","h01cp006","h01cp007","h01exp_cq","h01cq011","h01cq001","h01cq002","h01cq003","h01cq004","h01cq005","h01cq006","h01cq007","h01cq008","h01cq009","h01cq010","h01exp_cr","h01cr001","h01cr003","h01cr004","h01cr005","h01cr006","h01cr007","h01cr008","h01cr009","h01cr010","h01cr011","h01cr012","h01cr013","h01cr014","h01cr015","h01cr016","h01cr017","h01exp_cs","h01exp_ct","h01ct001","h01ct002","h01exp_cu","h01cu001","h01cu002","h01da001","h01da002","h01da003","h01da004","h01dc001","h01dc003","h01dc004","h01dc011","h01dc013","h01dc014","h01dc021","h01dc023","h01dc024","h01dc031","h01dd001","h01dd003","h01dd010","h01dd011","h01dd013","h01dd020","h01dd021","h01dd023","h01dd030","h01dd031","h01de001","h01de002","h01de003","h01de004","h01ea001","h01ea002","h01ea003","h01ea004","h01eb001","h01eb003","h01eb004","h01eb006","h01eb008","h01eb009","h01eb011","h01eb013","h01eb014","h01eb016","h01eb018","h01eb019","h01eb021","h01ec001","h01ec003","h01ec004","h01ec006","h01ec008","h01ec009","h01ec011","h01ec013","h01ec014","h01ec016","h01ec018","h01ec019","h01ec021","h01fa001","h01fa002","h01fa003","h01fa004","h01fa005","h01fa006","h01fa007","h01fa008","h01fa011","h01fa012","h01fa013","h01fa014","h01fa015","h01fa016","h01fb030","h01fb031","h01fb009","h01fb010","h01fb011","h01fb012","h01fb013","h01fb014","h01fb015","h01fb016","h01fb017","h01fb018","h01fb025","h01fb026","h01fb019","h01fb020","h01fb001","h01fb002","h01fc100","h01fc001","h01fc002","h01fc003","h01fc004","h01fc005","h01fc006","h01fc007","h01fc011","h01fc012","h01fc014","h01fc015","h01fc016","h01fc017","h01ka002","h01ka004","h01ka005","h01ka009","h01ka010","h01ka014","h01ka015","h01ka019","h01ka020","h01ka024","h01ka025","h01ka029","h01ka030","h01ka034","h01ka035","h01ka040","h01ka041","h01ka044","h01ka045","hpid01","hpid02","hpid03","hpid04","hpid05","hpid06","hpid07","hpid08","hpid09","h01cwt","version1"
12369,1,26,1,2,961779,1,1,3,2,3,0,0,0,1961,2,1,1,1983,2,4,3,1984,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,12,,4,2,3,1,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,300,20,33,30,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2800,2800,0,810,790,20,3,200,14,1,14,1,3,1,2,2,,2,,2,,1,7,2,,480,1,30,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,180,2,,2,,1,15,2,,2,,36,2,,,1,36,2,,,2,,2,,30,1,30,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,50,1,50,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,300,1,500,2,,,2,,,2,,2,,1,500,2,2,,1,2,1,2,,,,,,,,,,,,,1236901,1236902,1236903,,,,,,,3288.514522,1.72000002861023
12370,1,26,1,2,961779,1,2,2,1,2,0,0,0,1949,1,1,1,1952,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,500,20,42.9,35,,,,,,,3,2,,2,,,,1,3,334,1997,2000,300,1300,1,,,,,,,,,,,,,,,,,,,,,,1,44,1,15,,,1500,1500,0,982.200012207031,812.200012207031,170,2,90,15,1,15,1,4,1,1,2,,1,5,2,,1,5,2,,480,1,30,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,127.199996948242,2,,1,3,1,7,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,20,1,1237002,5,20,,,,,,,,,,,,,,44,1,44,36,1,36,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500,2,,2,,,2,,,2,,2,,2,,1,2,,1,2,,,,,,,,,,,,,,,1237001,1237002,,,,,,,,1699.675796,1.72000002861023
12371,1,26,1,2,961779,1,2,3,1,3,0,0,0,1953,1,1,1,1954,2,1,2,1980,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,3,2,12,,5,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30000,,,280.5,99,,,,,,,3,2,,2,,,,1,1,113,2006,2006,1600,1500,1,,,,,,,,,,,,,,,,,,,,,,1,30,1,20,,,7188,6988,200,7040.5,5363.2001953125,1677.30004882813,4,470,26,1,26,1,10,1,3,2,,1,10,2,,1,3,2,,840,1,50,1,20,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,157.199996948242,1,3,1,2.5,1,7,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,600,1,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1000,1,1000,1,100,2,,2,,2500,1,1,2500,2,,2,,2,,2,,200,1,1237102,5,200,,,,,,,,,,,,,,530,1,530,120,1,120,1,100,1,200,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5000,2,,2,,1,1000,2,,2,,2,,1,30000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,1,2,,2,,,,,,,,,,,,,,1237101,1237102,1237103,,,,,,,1699.675796,1.72000002861023
12372,1,26,1,2,961779,1,1,1,1,1,0,0,0,1960,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,3000,,,,42.9,36.6,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1440,1440,0,1213.19995117188,1177.19995117188,36,2,100,10,1,10,1,3,1,2,1,5,2,,2,,2,,2,,600,1,20,1,30,6,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,67.1999969482422,2,,2,,1,5,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,500,1,500,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,20,1,20,16,1,16,2,,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1237201,,,,,,,,,3288.514522,1.72000002861023
12373,1,26,1,2,961779,1,1,4,1,4,2,0,2,1960,1,1,1,1966,2,1,2,1993,1,4,3,1996,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,7,1,4,2,12,,3,1,14,,2,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,15000,,,,,105.6,102.3,,,,,2,2,,2,,,,1,1,107,2002,2002,800,1500,1,,,,,,,,,,,,,,,,,,,,,,1,40,1,20,,,2200,2200,0,2320.19995117188,2041.19995117188,279,2,150,16,1,16,1,4,1,2,1,10,2,,2,,2,,2,,720,1,50,1,10,3,48,1,2,1,2,90,1,1237301,7.5,24,0.25,,,,,,,,,,,,,,253.199996948242,1,3,1,2.5,1,15,1,0.6,2,,24,2,,,2,,2,,,1,24,2,,0,2,,2,,2,,0,2,,,,0,2,,630,1237303,3,1,54,0,54,,1237304,2,1,36,0,36,360,1237301,9,,,,,180,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,30,1,1237302,5,30,,,,,,,,,,,,,,65,1,65,104,1,104,1,30,2,,1,1237301,3,50,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,15000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1237301,1237302,1237303,1237304,,,,,,2937.291473,1.72000002861023
12374,1,26,1,2,961779,1,2,3,1,3,1,0,1,1942,1,1,1,1948,2,1,2,2001,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,2,12,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,15000,,,,,105.6,90.7,,,,,3,2,,2,,,,1,5,502,2000,2000,1700,2000,1,,,,,,,,,,,,,,,,,,,,,,1,30,1,30,,,4320,4320,0,1754.19995117188,1254.19995117188,500,3,150,17,1,17,1,5,1,2,1,10,2,,2,,2,,2,,660,1,50,1,5,3,0,2,,2,,90,1,1237401,7.5,24,0.25,,,,,,,,,,,,,,127.199996948242,1,3,1,2,1,5,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,100,1,1237402,5,100,,,,,,,,,,,,,,30,1,30,120,1,120,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,2,,2,,1,15000,2,,2,,2,,2,,2,,2,,2,,2,,1,200,2,,,2,,,1,200,2,,2,,1,1,2,2,,2,,,,,,,,,,,,,,1237401,1237402,1237403,,,,,,,1865.788909,1.72000002861023
12375,1,26,1,2,961779,1,2,2,0,2,0,0,0,1947,1,1,1,1949,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,13,,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,15000,,,,,105.6,90.7,,,,,3,2,,2,,,,1,1,135,1999,1999,1000,2000,1,,,,,,,,,,,,,,,,,,,,,,1,30,1,,20,,600,600,0,818.200012207031,758.200012207031,60,1,50,15,1,15,1,3,1,2,1,10,2,,2,,2,,2,,300,1,25,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,103.199996948242,2,,1,3,1,5,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,100,1,100,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,30,1,30,0,2,,1,30,2,,2,,,,,,,,,,1,5,1237501,600,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,15000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,0,2,,2,,,,,,,,,,,,,,,,1237501,1237502,,,,,,,,1865.788909,1.72000002861023
12376,1,26,1,2,961779,1,2,4,2,4,0,0,0,1955,1,1,1,1957,2,1,2,1983,2,4,3,1985,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,3,1,4,2,12,,6,2,3,1,6,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,12000,,,,,105.6,90.7,,,,,3,2,,2,,,,1,1,119,2002,2002,1700,2000,1,,,,,,,,,,,,,,,,,,,,,,1,30,1,30,,,5400,5400,0,,,446,4,200,20,1,20,1,5,1,3,1,10,2,,2,,2,,2,,960,1,60,1,20,3,0,2,,2,,90,1,1237601,7.5,24,0.25,,,,,,,,,,,,,,247.199996948242,1,3,1,2,1,15,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,1000,1237604,6,2,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,20,1,1237602,5,20,,,,,,,,,,,,,,60,1,60,166,1,166,1,100,2,,1,1237601,3,100,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,12000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,1,2,,1,1,2,,,,,,,,,,,,1237601,1237602,1237603,1237604,,,,,,2330.877485,1.72000002861023
12377,1,26,1,2,961779,1,1,1,0,1,0,0,0,1952,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,7000,,,,105.6,99,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,600,600,0,536.200012207031,506.200012207031,30,1,70,9,1,9,1,3,1,1,1,5,2,,2,,2,,2,,240,1,20,2,,6,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,7.19999980926514,2,,2,,2,,1,0.6,2,,0,2,,,2,,2,,,2,,2,,20,1,20,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,230,1,230,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,30,2,,2,,,,,,,,,,1,5,1237701,600,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,2,,2,,1,500,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,7000,2,,2,,,2,,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,,1237701,,,,,,,,,2051.980363,1.72000002861023
12378,1,26,1,2,961779,1,1,4,1,4,2,0,2,1965,1,1,1,1987,2,1,2,1992,1,4,3,1996,2,4,3,,,,,,,,,,,,,,,,,,,,,4,2,3,1,3,2,12,,3,1,14,,2,1,14,,,,,,,,,,,,,,,,,,,,,,3,3,,2200,10,,,49.5,40.5,,,,,2,2,,2,,,,1,1,106,2001,2006,1600,3000,1,,,,,,,,,,,,,,,,,,,,,,1,60,1,40,,,5991,5991,0,7834.900390625,6551.2001953125,1283.69995117188,4,500,28,1,28,1,14,1,2,1,12,2,,2,,2,,2,,1560,1,100,1,30,3,0,2,,2,,90,1,1237801,7.5,24,0.25,,,,,,,,,,,,,,319.200012207031,1,3,1,3,1,20,1,0.6,2,,72,2,,,1,36,2,,,1,36,2,,60,1,60,2,,2,,0,2,,,,1200,1,1200,1142,1237803,3,1,62,60,2,420,1237804,2,1,60,30,30,600,,,,,,,,,,,,,,,2,,,,,1600,1,1600,2,,2,,2,,0,2,2,,2,,2,,2,,2,,424,1,1237801,5,424,,,,,,,,,,,,,,350,1,350,157,1,157,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,1,194,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2200,2,,2,,,2,,,2,,2,,2,,1,1,1,2,,2,,2,,,,,,,,,,,,1237801,1237802,1237803,1237804,,,,,,2822.265868,1.72000002861023
12379,1,26,1,2,961779,1,1,1,1,1,0,0,0,1969,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,300,30,16.5,15,,,,,,,3,2,,2,,,,1,1,131,2004,2004,1800,2900,1,,,,,,,,,,,,,,,,,,,,,,1,80,1,,30,,1500,1500,0,1397.19995117188,1157.19995117188,240,2,120,10,1,10,1,2,1,2,2,,1,4,2,,1,2,2,,600,1,20,1,30,6,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,139.199996948242,2,,1,1,1,10,1,0.6,2,,48,2,,,1,24,2,,,1,24,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,130,1,130,0,2,,1,30,2,,1,1237901,3,50,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,300,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1237901,,,,,,,,,3400.312212,1.72000002861023
12380,1,26,1,2,961779,1,1,1,0,1,0,0,0,1944,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,3000,10,99,90,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,400,400,0,395.200012207031,385.200012207031,10,1,30,8,1,8,1,3,1,1,2,,2,,2,,1,4,2,,120,1,10,2,,6,0,2,,2,,90,1,1238001,7.5,24,0.25,,,,,,,,,,,,,,60,2,,2,,1,5,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,7.19999980926514,1,7.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,100,1,100,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,1,5,1238001,400,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1238001,,,,,,,,,1792.723808,1.72000002861023
12381,1,26,1,2,961779,1,1,4,1,4,2,0,2,1969,1,1,1,1973,2,1,2,1999,2,4,3,2001,1,4,3,,,,,,,,,,,,,,,,,,,,,6,2,1,1,4,2,12,,2,1,14,,1,,13,,,,,,,,,,,,,,,,,,,,,,1,3,,1000,25,49,49,,,,,,,2,2,,2,,,,1,1,128,1997,1997,1200,1500,1,,,,,,,,,,,,,,,,,,,,,,1,20,1,15,,,3600,3600,0,,,653,3,200,16,1,16,1,4,1,2,2,,2,,2,,1,10,2,,720,1,50,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,160.800003051758,1,3.3,1,2.5,1,7,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,762,1238103,2,1,42,0,42,300,1238104,9,,,,,420,,,,,,,,,,,,,,,2,,,,,70,1,70,2,,2,,2,,0,2,2,,2,,2,,2,,2,,10,1,1238101,5,10,,,,,,,,,,,,,,70,1,70,120,1,120,1,50,2,,1,1238101,3,200,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,8000,2,,2,,2,,2,,2,,2,,1,1000,1,5000,2,,,2,,,1,5000,2,,2,,1,1,1,2,,2,,2,,,,,,,,,,,,1238101,1238102,1238103,1238104,,,,,,3862.46931,1.72000002861023
12382,1,26,1,2,961779,1,1,1,1,1,0,0,0,1970,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,100,20,-9,16.5,,,,,,,3,2,,2,,,,1,1,113,2000,2007,200,1500,1,,,,,,,,,,,,,,,,,,,,,,1,29,1,20,,,1200,1200,0,906.200012207031,857.200012207031,49,2,100,10,1,10,1,3,1,1,1,5,2,,2,,2,,2,,480,1,20,1,20,6,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,127.199996948242,2,,2,,1,10,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,29,1,29,0,2,,2,,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,100,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1238201,,,,,,,,,3400.312212,1.72000002861023
12383,1,26,1,2,81504,1,1,2,1,2,1,0,1,1955,1,1,1,1994,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,7,4,3,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5000,,,,,72.6,59.4,,,,,4,2,,2,,,,1,1,135,2000,2005,550,1800,2,,,,,,,,,,,,,,,,,,,,,,1,25,2,,,,2160,2160,0,,,103,2,65,8,1,8,1,2,1,0.8,1,4,2,,2,,2,,2,,276,1,20,1,3,4,0,2,,2,,45.5999984741211,1,1238301,3.8,24,0.25,,,,,,,,,,,,,,144,1,2,1,0.5,1,9,1,0.5,2,,60,2,,,2,,2,,,1,48,1,12,0,2,,2,,2,,0,2,,,,0,2,,99,1238302,3,1,99,0,99,,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,25,1,25,58,1,58,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,300,2,,2,,2,,2,,2,,2,,1,5000,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,1,2,,,,,,,,,,,,,,,,1238301,1238302,,,,,,,,1465.700259,1.72000002861023
12384,1,26,1,2,81504,1,2,4,2,4,0,0,0,1955,1,1,1,1919,2,1,5,1954,2,1,2,1982,2,4,3,,,,,,,,,,,,,,,,,,,,,2,2,7,1,1,,13,,2,2,12,,5,2,2,1,,,,,,,,,,,,,,,,,,,,,2,1,5000,,,,,72.6,59.4,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,4800,4800,0,,,586,4,130,8,1,8,1,2,1,1,1,3.5,2,,2,,2,,2,,360,1,30,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,129.600006103516,1,2.5,1,3,1,5,1,0.3,2,,26.3999996185303,2,,,2,,2,,,1,12,1,14.4,70,2,,1,70,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,500,1,500,2,,2,,1,500,0,2,2,,2,,2,,2,,2,,30,1,1238403,5,30,,,,,,,,,,,,,,278,1,278,90,1,90,1,10,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,2,,,2,,,1,1000,2,,2,,2,1,1,2,,2,,1,2,,,,,,,,,,,1238401,1238402,1238403,1238404,,,,,,1664.912489,1.72000002861023
